Timestamp,Motor 1 Power,Motor 2 Power,Motor 3 Power,Motor 4 Power,Motor 5 Power,Motor 6 Power,Motor 7 Power,Motor 8 Power,Motor 9 Power,Motor 10 Power,Motor 11 Power,Motor 12 Power,Motor 1 Torque,Motor 2 Torque,Motor 3 Torque,Motor 4 Torque,Motor 5 Torque,Motor 6 Torque,Motor 7 Torque,Motor 8 Torque,Motor 9 Torque,Motor 10 Torque,Motor 11 Torque,Motor 12 Torque,Motor 1 Velocity,Motor 2 Velocity,Motor 3 Velocity,Motor 4 Velocity,Motor 5 Velocity,Motor 6 Velocity,Motor 7 Velocity,Motor 8 Velocity,Motor 9 Velocity,Motor 10 Velocity,Motor 11 Velocity,Motor 12 Velocity,Battery Voltage
316,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0264,-0.0042,0.0121,0.0153,0.0211,0.0346,0.0228,0.0463,0.0315,0.0011,-0.0053,-0.0071,0.0000,0.0050,-0.0117,-0.0036,0.0032,0.0126,-0.0142,0.0016,0.0062,-0.0027,0.0001,-0.0219,23.0833
317,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0276,-0.0031,0.0162,0.0160,0.0212,0.0357,0.0168,0.0467,0.0295,0.0016,-0.0080,-0.0090,0.0036,-0.0024,0.0071,-0.0014,0.0015,0.0209,-0.0104,-0.0079,0.0009,0.0047,0.0011,-0.0116,23.1667
318,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0272,-0.0012,0.0129,0.0151,0.0233,0.0345,0.0210,0.0498,0.0314,0.0031,-0.0052,-0.0051,-0.0018,0.0045,-0.0046,0.0162,0.0134,-0.0086,0.0172,0.0004,-0.0045,-0.0140,-0.0092,-0.0100,23.1667
319,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0281,-0.0008,0.0149,0.0114,0.0202,0.0326,0.0208,0.0495,0.0304,-0.0079,-0.0060,-0.0060,0.0011,0.0003,-0.0005,0.0048,0.0120,0.0053,-0.0101,-0.0013,0.0103,0.0097,-0.0122,-0.0043,23.2083
320,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0272,-0.0016,0.0123,0.0135,0.0234,0.0338,0.0225,0.0471,0.0296,0.0031,-0.0082,-0.0080,-0.0114,-0.0071,0.0017,0.0074,-0.0033,-0.0033,0.0101,-0.0053,0.0069,-0.0161,0.0037,-0.0021,23.1667
321,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0269,-0.0011,0.0172,0.0165,0.0222,0.0308,0.0194,0.0463,0.0306,-0.0001,-0.0058,-0.0060,-0.0040,-0.0005,-0.0068,0.0028,0.0104,-0.0072,0.0065,-0.0009,-0.0005,0.0054,-0.0144,-0.0056,23.1667
322,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0250,-0.0027,0.0133,0.0116,0.0244,0.0347,0.0174,0.0485,0.0315,-0.0050,-0.0088,-0.0071,-0.0041,-0.0085,0.0132,-0.0049,-0.0025,-0.0187,0.0024,-0.0076,-0.0011,-0.0228,-0.0068,0.0205,23.1250
323,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0245,-0.0019,0.0142,0.0155,0.0213,0.0345,0.0202,0.0490,0.0318,0.0021,-0.0053,-0.0071,-0.0186,0.0068,-0.0079,0.0019,0.0032,-0.0034,0.0030,0.0056,0.0077,0.0005,-0.0062,-0.0123,23.1250
324,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0272,-0.0011,0.0162,0.0151,0.0242,0.0345,0.0189,0.0486,0.0293,0.0000,-0.0063,-0.0041,-0.0099,0.0005,-0.0013,-0.0020,-0.0002,0.0120,0.0031,0.0134,-0.0013,-0.0220,-0.0019,-0.0062,23.1250
325,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0276,-0.0034,0.0152,0.0137,0.0213,0.0355,0.0216,0.0467,0.0273,0.0052,-0.0060,-0.0050,0.0035,0.0144,-0.0039,0.0113,-0.0098,0.0021,-0.0154,0.0065,-0.0099,-0.0115,0.0097,0.0013,23.1250
326,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0281,-0.0046,0.0122,0.0155,0.0215,0.0335,0.0191,0.0471,0.0296,0.0021,-0.0058,-0.0070,-0.0157,0.0037,-0.0084,-0.0147,-0.0199,-0.0006,-0.0076,0.0080,-0.0056,0.0030,-0.0041,-0.0068,23.1250
327,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
328,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
329,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
331,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
332,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
334,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
335,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
336,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
337,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
338,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
339,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
340,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
343,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
344,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
347,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
348,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
349,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
351,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
352,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
353,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
354,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
355,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
356,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
357,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
358,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
359,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
360,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
361,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
362,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
364,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
365,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
366,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
367,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
368,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
369,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
372,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
373,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
374,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
376,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
377,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
379,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
381,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
383,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
384,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
385,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
386,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
387,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
